book_id,name,description
3574,If You're Lucky,"When seventeen-year-old Georgia’s brother drowns while surfing halfway around the world in Australia, she refuses to believe Lucky’s death was just bad luck. Lucky was smart. He wouldn’t have surfed in waters more dangerous than he could handle. Then a stranger named Fin arrives in False Bay, claiming to have been Lucky’s best friend. Soon Fin is working for Lucky’s father, charming Lucky’s mother, dating his girlfriend. Georgia begins to wonder: did Fin murder Lucky in order to take over his whole life?  

Determined to clear the fog from her mind in order to uncover the truth about Lucky’s death, Georgia secretly stops taking the medication that keeps away the voices in her head. Georgia is certain she’s getting closer and closer to the truth about Fin, but as she does, her mental state becomes more and more precarious, and no one seems to trust what she’s saying.

As the chilling narrative unfolds, the reader must decide whether Georgia’s descent into madness is causing her to see things that don’t exist–or to see a deadly truth that no one else can.  "
145,Great-Tasting Potatoes Cookbook,"The potato must be the most versatile of all cooking ingredients; it makes marvelous side dishes, wholesome soups, spicy pies, even sweet deserts-there are almost no limits to the variations possible with the common or garden spud. And in addition to providing culinary delight, the potato also contains numerous nutrients with low calories. With 250 mouth-watering recipes and special ""Cook's Tip"" sidebars, The Great Potato Cookbook is a must-have on every cook's shelf. Skeptical about the versatility of the potato? Just try: * Bouillon potatoes served with beef * Westphalian potato soup * Potato soufflé with parmesan and pancetta cheeses * Austrian apricot dumplings * Toulouse sausage with lentils and pumpkin and potato mash * Moist potato doughnuts Along with recipes, you'll also find a detailed history of the potato, descriptions and pictures of the different types of potatoes, and how to choose, store, and cook potatoes in a variety of ways. Whatever you rustle up with this healthy vegetable, it won't take long for you to figure out that the potato always tastes good."
,,
1505,Healing Without Medication: A Comprehensive Guide to the Complementary Techniques Anyone Can Use to Achieve Real Healing,"Today's health-conscious individual is fully aware of the side effects of pharmaceutical products. Diarrhea, nausea, impotence, hair loss - it's enough to make one believe the cure is worse than the disease. Indeed, sometimes it is. This work is a comprehensive guide to combining the best of science and nature for more than 300 health conditions. It is also a guide to more than 150 nutritional supplements and to dozens of treatment methods one can control."
1430,Eternity's Sunrise: The Imaginative World of William Blake,"William Blake, overlooked in his time, remains an enigmatic figure to contemporary readers despite his near canonical status. Out of a wounding sense of alienation and dividedness he created a profoundly original symbolic language, in which words and images unite in a unique interpretation of self and society. He was a counterculture prophet whose art still challenges us to think afresh about almost every aspect of experience—social, political, philosophical, religious, erotic, and aesthetic. He believed that we live in the midst of Eternity here and now, and that if we could open our consciousness to the fullness of being, it would be like experiencing a sunrise that never ends.
 
Following Blake’s life from beginning to end, acclaimed biographer Leo Damrosch draws extensively on Blake’s poems, his paintings, and his etchings and engravings to offer this generously illustrated account of Blake the man and his vision of our world. The author's goal is to inspire the reader with the passion he has for his subject, achieving the imaginative response that Blake himself sought to excite. The book is an invitation to understanding and enjoyment, an invitation to appreciate Blake’s imaginative world and, in so doing, to open the doors of our perception."
2205,Paraguay (Bradt Travel Guide),"At the heart of South America, Paraguay is a bewildering blend of contrasts. The colonial capital, Asunción, now has a burgeoning bar and café scene, while its eastern counterpart, Ciudad del Este, is a neon-swathed boomtown. Yet dig a little deeper and a different picture emerges: Jesuit ruins echo with centuries of history, rural families keep craft traditions alive and everything stops as people share a leisurely drink of tereré. And beyond lies the country's inimitable natural beauty, from butterfly-thronged tropical forests to the rolling fields of the campo and the wild wetlands of the Chaco.

With background sections covering the rich history and culture of this hospitable country as well as all the practical information you will need, Margaret Hebblethwaite's Paraguay remains the essential choice for the curious visitor."
1143,Treating Trauma and Traumatic Grief in Children and Adolescents,"This is the authoritative guide to conducting trauma-focused cognitive-behavioral therapy (TF-CBT), a systematic, evidence-based treatment for traumatized children and their families. Provided is a comprehensive framework for assessing posttraumatic stress disorder, depression, anxiety, and other symptoms; developing a flexible, individualized treatment plan; and working collaboratively with children and parents to build core skills in such areas as affect regulation and safety. Specific guidance is offered for responding to different types of traumatic events, with an entire section devoted to grief-focused components. Useful appendices feature resources, reproducible handouts, and information on obtaining additional training. TF-CBT has been nationally recognized as an exemplary evidence-based program. "
554,A Terrible Revenge: The Ethnic Cleansing of the East European Germans,"The genocidal barbarism of the Nazi forces has been well documented. What is little known is the fate of fifteen million German civilians who found themselves on the wrong side of new postwar borders. All over Eastern Europe, the inhabitants of communities that had been established for many centuries were either expelled or killed. Over two million Germans did not survive. Some of these people had supported Hitler, but the great majority were guiltless. In A Terrible Revenge, de Zayas describes this horrible retribution. This new edition includes an updated foreword, epilogue and additional information from recent interviews with the children of the displaced."
3694,Plastics: America's Packaging Dilemma (Island Press Critical Issues Series),"Plastics explains what plastics are, how they are made, how they are used, and the problems and opportunities they bring."
3086,Microbiologically Safe Foods,"This book focuses on state of the art technologies to produce microbiologically safe foods for our global dinner table. Each chapter summarizes the most recent scientific advances, particularly with respect to food processing, pre- and post-harvest food safety, quality control, and regulatory information.The book begins with a general discussion of microbial hazards and their public health ramifications. It then moves on to survey the production processes of different food types, including dairy, eggs, beef, poultry, and fruits and vegetables, pinpointing potential sources of human foodborne diseases. The authors address the growing market in processed foods as well novel interventions such as innovative food packaging and technologies to reduce spoilage organisms and prolong shelf life. Each chapter also describes the ormal flora of raw product, spoilage issues, pathogens of concern, sources of contamination, factors that influence survival and growth of pathogens and spoilage organisms, indicator microorganisms, approaches to maintaining product quailty and reducing harmful microbial populations, microbial standards for end-product testing, conventional microbiological and molecular methods, and regulatory issues.Other important topics include the safety of genetically modified organisms (GMOs), predictive microbiology, emerging foodborne pathogens, good agricultural and manufacturing processes, avian influenza, and bioterrorism."
2723,Life Reimagined: Discovering Your New Life Possibilities,"Are you at a point in your life where you’re asking, “What’s next?” You’ve finished one chapter and you have yet to write the next one. Many of us face these transitions at midlife, but they can happen at any point. It’s a time full of enormous potential, and it defines a whole new phase of life. It’s called Life Reimagined.

Here is your map to guide you in this new life phase. You can use the powerful practices and insights—enhanced with online tools and exercises at AARP’s LifeReimagined.org website—to help you uncover your own special gifts, connect with people who can support you, and explore new directions."
3075,It's St. Patrick's Day (Turtleback School & Library Binding Edition) (Scholastic Reader: Level 1 (Pb)),"This Level 1 rhyming reader introduces young children to the St. Patrick's Day holiday, from dressing in green outfits to marching in a musical parade! 
It's St. Patrick's Day follows two children as they celebrate this joyous Irish holiday. Beautiful illustrations compliment easy-to-read rhyming text. 
From dressing in green outfits to dancing an Irish reel, from finding a four-leaf clover singing Irish songs and marching in a parade, everyone can be Irish on this special day!"
4324,Strands of Sorrow (Black Tide Rising),"A hardened group of survivors fights back against a zombie plague that has brought down civilization.

With the world consumed by a devastating plague that drives humans violently insane, what was once a band of desperate survivors bobbing on a dark Atlantic ocean has now become Wolf Squadron, the only hope for the salvation of the human race. Banding together with what remains of the U.S. Navy, Wolf Squadron, and its leader Steve Smith, not only plans to survive; he plans to retake the mainland from the infected, starting with North America.

Smith's teenage daughters have become zombie hunters of unparalleled skill, both at land and on the sea, and they may hold the key to the rebirth of civilization on a devastated planet."
119,Analytic Philosophy,"This substantial anthology comprises the most comprehensive and authoritative collection of readings in analytic philosophy of the twentieth century. It provides a survey and analysis of the key issues, figures and concepts."
2640,"The Modern Coral Reef Aquarium, Volume 2 (v. 2)","This volume deals exclusively with the phylum Cnidaria, the group of animals that, among others, contains corals, anemones and jellyfishes. All three classes in the phylum - the Hydrozoa, Scyphozoa, and Anthozoa - are discussed in details. Chapters on evolution and reproduction biology of the cnidarians are also included. Several scientists, all experts in their individual fields, have contributed to this volume. With their help and that of scientific and popular literature, we have tried to make the content as up to date as possible. You will therefore find, not only an extensive list of references, but also a wealth of information never before grouped together in a popular book dealing with the cnidarians. The text is focused, both on the biology of the group, as well as on how to keep cnidarians successfully in aquaria. The book also contains more than 800 high-quality photographs showing different groups of animals in their natural habitat and illustrating details of their biology, as well as their growth and survival in ""The Modern Coral Reef Aquarium."
93,,
1337,,
448,Hunting the Rockies: Home of the Giants,"This 291- page book with 141 black-and-white and 66 color photos, is a collection of hunting narratives written by Kirt Darner, members of his family and friends."
4031,The Slums of Aspen: Immigrants vs. the Environment in America's Eden (Nation of Nations),"Environmentalism usually calls to mind images of peace and serenity, a oneness with nature, and a shared sense of responsibility. But one town in Colorado, under the guise of environmental protection, passed a resolution limiting immigration, bolstering the privilege of the wealthy and scapegoating Latin American newcomers for the area’s current and future ecological problems. This might have escaped attention save for the fact that this wasn’t some rinky-dink backwater. It was Aspen, Colorado, playground of the rich and famous and the West’s most elite ski town. "
687,,
2840,"Mobile & Social Game Design: Monetization Methods and Mechanics, Second Edition","The book explores how the gaming sector has changed, including the evolution of free-to-play games on mobile and tablet devices, sophisticated subscription model-based products, and games for social media websites, such as Facebook. It also demystifies the alphabet soup of industry terms that have sprouted up around mobile and social game design and monetization. A major focus of the book is on popular mechanisms for acquiring users and methods of monetizing users. The author explains how to put the right kinds of hooks in your games, gather the appropriate metrics, and evaluate that information to increase the game’s overall stickiness and revenue per user. He also discusses the sale of virtual goods and the types of currency used in games, including single and dual currency models. Each chapter includes an interview with industry leaders who share their insight on designing and producing games, analyzing metrics, and much more."
2709,"Ready, Freddy! #22: Science Fair Flop","Everyone's favorite first-grade shark expert is back! With more than 3 million copies sold, it's clear that kids are ready for Freddy!

Now that Freddy's in first grade he needs a real science experiment for the school fair. But Freddy isn't a science whiz like his best friend, Robbie. When he finally comes up with a plan -- growing mold -- his mom accidentally throws it away! Can he recreate it in time? Or will the fair be a total flop?"
4365,,
2181,"On the Backroad to Heaven: Old Order Hutterites, Mennonites, Amish, and Brethren (Center Books in Anabaptist Studies)","On the Backroad to Heaven is a unique guide to the world of Old Order Anabaptist groups. Focusing on four Old Order communities—the Hutterites, Mennonites, Amish, and Brethren—Donald B. Kraybill and Carl Desportes Bowman provide a fascinating overview of their culture, growth, and distinctive way of life. Following a general introduction to Old Order culture, they show how each group uses a different strategy to create and sustain its identity. The Hutterites, for example, keep themselves geographically segregated from the larger society, whereas the Brethren interact more freely with it. The Amish and Mennonites are more alike in how they engage the outside world, adopting a complex but flexible strategy of compromise that produces an evolving canon of social and religious rules. This first comparative study sketches the differences as well as the common threads that bind these groups together."
4758,Spiritual Astrology: A Path to Divine Awakening,"The first book to link the influence of the planets to the growth of the soul, Spiritual Astrology is a simple yet complete astrological guide to understanding life's higher purpose and finding the key to your personal"
107,"Passing on Bypass Using External CounterPulsation : An FDA Cleared Alternative to Treat Heart Disease Without Surgery, Drugs or Angioplasty. SECOND EDITION","This book describes External 
CounterPulsation, which is a painless, non-invasive, successful 
treatment for patients with heart disease and angina. Pressure cuffs 
wrapped around a patient's legs and hips squeeze the leg muscles in 
conjunction with the beating of the heart. The idea behind ECP 
(Medicare and insurance covered), is to boost blood flow to the heart 
through the natural growth of bypasses around arterial blockages. 
This amazing treatment even works in bypass failures. "
1963,Walking the Walk (w/DVD): Getting Fit with Faith,"Leslie Sansone teaches readers how to use their Christian faith to inspire fitness, and fitness to strengthen faith.In response to innumerable requests
from her fans, Leslie Sansone provides
a long-awaited faith-based
exercise program that shows readers
how to break free of bad mental
and physical habits and create a
life of health and fulfillment. This
easy-to-follow 30-day program encourages
readers to walk every day
to build stamina and burn calories
with daily reflections on scriptural
quotes that reaffirm a spiritual
commitment to physical health, Fit Facts on weight loss
and nutrition, and testimonies from some of the millions
of women who have successfully walked off the pounds
with Leslie. Presented in an appealing and approachable
style, WALKING THE WALK is a tool readers will
truly use. "
1186,,
433,,
2276,God Made All of Me: A Book to Help Children Protect Their Bodies,"It's easy to convey the message to children that their bodies or particular parts of their bodies are shameful. This misconception fuels confusion, embarrassment, and secrecy, and often prevents children from recognizing or reporting sexual abuse.

God Made All of Me is a simply-told, beautifully-illustrated story to help families talk about these sensitive issues with two- to eight-year-old children. Because the private parts of our bodies are private, the home is the ideal environment where a child should learn about his or her body and how it should be treated by others."
,,
,,
2441,Beyond Courage: The Untold Story of Jewish Resistance During the Holocaust,"Under the noses of the military, Georges Loinger smuggles thousands of children out of occupied France into Switzerland. In Belgium, three resisters ambush a train, allowing scores of Jews to flee from the cattle cars. In Poland, four brothers lead more than 1,200 ghetto refugees into the forest to build a guerilla force and self-sufficient village. And twelve-year-old Motele Shlayan entertains German officers with his violin moments before setting off a bomb. Through twenty-one meticulously researched accounts — some chronicled in book form for the first time — Doreen Rappaport illuminates the defiance of tens of thousands of Jews across eleven Nazi-occupied countries during World War II. In answer to the genocidal madness that was Hitler’s Holocaust, the only response they could abide was resistance, and their greatest weapons were courage, ingenuity, the will to survive, and the resolve to save others or to die trying. "
3549,The Scientist as Rebel (New York Review Books),"From Galileo to today’s amateur astronomers, scientists have been rebels, writes Freeman Dyson. Like artists and poets, they are free spirits who resist the restrictions their cultures impose on them. In their pursuit of nature’s truths, they are guided as much by imagination as by reason, and their greatest theories have the uniqueness and beauty of great works of art.Dyson argues that the best way to understand science is by understanding those who practice it. He tells stories of scientists at work, ranging from Isaac Newton’s absorption in physics, alchemy, theology, and politics, to Ernest Rutherford’s discovery of the structure of the atom, to Albert Einstein’s stubborn hostility to the idea of black holes. His descriptions of brilliant physicists like Edward Teller and Richard Feynman are enlivened by his own reminiscences of them. He looks with a skeptical eye at fashionable scientific fads and fantasies, and speculates on the future of climate prediction, genetic engineering, the colonization of space, and the possibility that paranormal phenomena may exist yet not be scientifically verifiable. Dyson also looks beyond particular scientific questions to reflect on broader philosophical issues, such as the limits of reductionism, the morality of strategic bombing and nuclear weapons, the preservation of the environment, and the relationship between science and religion. These essays, by a distinguished physicist who is also a prolific writer, offer informed insights into the history of science and fresh perspectives on contentious current debates about science, ethics, and faith."
2307,The Life and Love of Dogs,"Once you have had a wonderful dog, a life without one is a life diminished. Dogs live with us in a way that no other creature does. Their contribution to our history has enabled us to be where we are today. It’s a connection that can even have depths beyond those we have with our own species.
For all dog lovers, The Life and Love of Dogs offers hundreds of incredible images by acclaimed photogra­phers from around the world. A textual exploration of our unique relationship with dogs—including a surprising analysis of the qualities that make a dog attractive in our eyes, a detailed look at how the breeds we see today are a product of our own needs and desires, and more—it sheds original light on this great love affair."
690,Fish Tales: Stories & Recipes from Sustainable Fisheries Around the World,"From the wild salmon caught in the Yukon river in Alaska, to clams harvested from the Mekong delta in Vietnam, this book tells the stories of sustainable fisheries. Each of the 9 chapters focuses on one fish and fishery, accompanied by delicious recipes by Tom Kime. Including a foreword by the MSC on the future of our oceans and its work around the globe, FISH TALES shows the importance of sustainable methods so fish remain a vital ingredient that we can all enjoy for years to come."
3329,Health: The Basics (11th Edition),"This Edition of Donatelle’s text provides students with the tools they need to make healthy, lifelong behavior changes and become savvy consumers of health information. This current and user-friendly text holds students’ interest by covering health topics of primary concern to them. Promoting Healthy Behavior Change; Psychosocial Health: Being Mentally, Emotionally, Socially, and Spiritually Well; Managing Stress: Coping with Life's Challenges; Violence and Abuse: Creating Healthy Environments; Healthy Relationships and Sexuality: Making Commitments; Birth Control, Pregnancy, and Childbirth: Managing Your Fertility; Licit and Illicit Drugs: Use, Misuse, and Abuse; Alcohol, Tobacco, and Caffeine: Daily Pleasure, Daily Challenges; Nutrition: Eating for Optimum Health; Managing Your Weight: Finding a Healthy Balance; Personal Fitness: Improving Health through Exercise; Cardiovascular Disease: Reducing Your Risk; Cancer: Reducing Your Risk; Infectious and Noninfectious Conditions: Risks and Responsibilities; Life's Transitions: The Aging Process; Environmental Health: Thinking Globally, Acting Locally; Consumerism: Selecting Health Care Products and Services; Complementary and Alternative Medicine: New Choices and Responsibilities for Healthwise Consumers For all readers interested in making healthy,lifelong behavior changes."
1545,Unprocessed: How to achieve vibrant health and your ideal weight.,"Chef AJ has a unique ability to create healthy foods that taste great. Whether you want to lower your cholesterol, prevent or reverse many common lifestyle diseases, lose weight or just look and feel great, Chef AJ can show you how to incorporate more fresh fruits and vegetables in your diet in ways that are easy, delicious and fun."
